kontrakty godzinowe RDN dla okresu od;2016-12-31;do;2020-06-30;

data obrotu;data dostawy;godzina dostawy;kurs fixingu I (PLN/MWh);wolumen fixingu I (MWh);kurs fixingu II (PLN/MWh);wolumen fixingu II (MWh);kurs notowan ciaglych (PLN/MWh);wolumen notowan ciaglych (MWh)
2017-05-21;2017-05-22;23;149.51;1657.70;143.65;1169.10;-;-
2017-05-21;2017-05-22;24;143.08;1865.80;128.00;1163.10;-;-
2017-05-22;2017-05-23;01;137.51;1432.40;133.73;164.90;-;-
2017-05-22;2017-05-23;02;133.13;1200.10;130.81;164.70;133.00;87.90
2017-05-22;2017-05-23;03;133.00;1246.30;130.84;172.50;133.00;17.70
2017-05-22;2017-05-23;04;132.88;1242.10;130.85;173.50;132.88;4.20
2017-05-22;2017-05-23;05;132.81;1128.40;130.87;178.40;-;-
2017-05-22;2017-05-23;06;133.06;1124.50;130.79;165.10;133.00;87.90
2017-05-22;2017-05-23;07;150.62;1753.00;143.99;670.10;145.80;50.00
2017-05-22;2017-05-23;08;177.09;1160.90;172.45;842.70;-;-
2017-05-22;2017-05-23;09;204.62;1416.00;210.33;1142.00;-;-
2017-05-22;2017-05-23;10;208.12;1452.80;211.50;1162.60;-;-
2017-05-22;2017-05-23;11;208.51;1582.70;210.33;1160.30;-;-
2017-05-22;2017-05-23;12;208.66;1446.70;211.80;1167.10;-;-
2017-05-22;2017-05-23;13;223.90;1588.70;235.13;1125.60;230.73;37.00
2017-05-22;2017-05-23;14;208.28;1518.30;220.84;1156.30;-;-
2017-05-22;2017-05-23;15;194.99;1478.30;210.45;964.30;210.81;48.60
2017-05-22;2017-05-23;16;179.10;1381.20;191.45;1061.10;192.51;10.00
2017-05-22;2017-05-23;17;177.20;1435.70;189.68;1074.70;190.50;10.00
2017-05-22;2017-05-23;18;177.17;1239.30;190.53;993.00;190.00;10.00
2017-05-22;2017-05-23;19;170.46;1192.70;189.98;770.90;180.40;23.00
2017-05-22;2017-05-23;20;176.71;1222.10;189.89;967.30;190.00;10.00
2017-05-22;2017-05-23;21;177.11;1528.30;187.41;1081.20;-;-
2017-05-22;2017-05-23;22;178.87;1712.60;188.30;1148.90;-;-
2017-05-22;2017-05-23;23;149.03;1915.70;144.58;1141.10;-;-
2017-05-22;2017-05-23;24;138.01;2054.20;133.39;1169.70;-;-
2017-05-23;2017-05-24;01;141.85;1554.70;142.77;242.70;145.00;2.20
2017-05-23;2017-05-24;02;134.69;1503.20;131.09;233.80;135.15;118.00
2017-05-23;2017-05-24;03;133.03;1406.60;133.62;228.40;133.99;111.00
2017-05-23;2017-05-24;04;133.02;1444.00;133.67;240.90;133.02;15.30
2017-05-23;2017-05-24;05;130.57;1509.90;133.68;218.10;130.00;2.00
2017-05-23;2017-05-24;06;133.00;1534.70;133.85;247.60;132.56;13.60
2017-05-23;2017-05-24;07;149.39;1841.80;153.64;489.30;155.09;154.30
2017-05-23;2017-05-24;08;176.29;1634.40;185.42;522.30;185.00;12.00
2017-05-23;2017-05-24;09;199.36;1413.30;210.53;706.50;209.57;17.00
2017-05-23;2017-05-24;10;198.46;1343.00;209.98;718.90;208.50;16.00
2017-05-23;2017-05-24;11;196.08;1388.50;206.78;682.90;205.45;14.70
2017-05-23;2017-05-24;12;199.30;1390.50;210.32;682.60;209.56;17.00
2017-05-23;2017-05-24;13;207.11;1392.30;216.30;792.80;215.19;17.00
2017-05-23;2017-05-24;14;197.87;1351.30;191.57;743.50;198.50;21.00
2017-05-23;2017-05-24;15;177.34;1212.80;167.80;1151.70;176.84;30.00
2017-05-23;2017-05-24;16;173.98;937.20;173.66;1095.20;174.75;12.00
2017-05-23;2017-05-24;17;169.26;1042.60;161.90;1221.60;171.41;25.00
2017-05-23;2017-05-24;18;167.43;1124.30;156.97;1185.00;173.01;15.00
2017-05-23;2017-05-24;19;166.74;1005.70;159.96;917.70;169.59;34.00
2017-05-23;2017-05-24;20;171.22;982.70;161.90;884.00;171.17;38.70
2017-05-23;2017-05-24;21;175.29;1069.60;175.13;923.80;160.00;2.00
2017-05-23;2017-05-24;22;177.25;1277.00;163.88;1056.30;160.00;2.00
2017-05-23;2017-05-24;23;149.41;1752.90;145.43;1207.70;154.15;144.70
2017-05-23;2017-05-24;24;138.86;1478.60;128.86;1223.50;146.80;176.00
2017-05-24;2017-05-25;01;133.42;879.20;126.96;307.00;133.63;240.90
2017-05-24;2017-05-25;02;129.60;1044.30;127.21;347.10;130.00;74.00
2017-05-24;2017-05-25;03;129.29;1119.70;127.08;373.40;-;-
2017-05-24;2017-05-25;04;127.60;1185.30;126.94;285.00;-;-
2017-05-24;2017-05-25;05;127.60;1127.90;126.91;231.60;-;-
2017-05-24;2017-05-25;06;129.99;1127.40;127.38;346.60;-;-
2017-05-24;2017-05-25;07;149.67;1439.30;142.96;489.30;150.00;31.10
2017-05-24;2017-05-25;08;174.25;982.10;168.82;578.80;-;-
2017-05-24;2017-05-25;09;191.26;1281.10;168.86;863.50;-;-
2017-05-24;2017-05-25;10;196.66;1291.90;178.67;984.80;-;-
2017-05-24;2017-05-25;11;194.86;1379.50;181.41;1032.30;-;-
2017-05-24;2017-05-25;12;193.74;1394.70;197.12;980.00;-;-
2017-05-24;2017-05-25;13;197.13;1444.50;198.93;1007.40;-;-
2017-05-24;2017-05-25;14;185.04;1384.80;196.87;846.50;187.74;39.50
2017-05-24;2017-05-25;15;167.83;1215.50;183.81;835.10;173.03;16.00
2017-05-24;2017-05-25;16;164.77;1086.00;171.93;861.70;173.01;13.00
2017-05-24;2017-05-25;17;162.36;849.30;171.68;1008.20;173.01;13.00
2017-05-24;2017-05-25;18;162.33;903.90;172.61;1028.80;173.01;13.00
2017-05-24;2017-05-25;19;163.48;867.80;175.35;1020.20;168.46;33.00
2017-05-24;2017-05-25;20;164.15;1081.10;174.21;930.40;169.71;38.00
2017-05-24;2017-05-25;21;168.05;1216.40;173.75;899.90;173.01;10.00
2017-05-24;2017-05-25;22;168.56;1251.80;167.43;995.10;168.40;37.60
2017-05-24;2017-05-25;23;148.31;1896.80;144.05;1166.90;148.60;74.10
2017-05-24;2017-05-25;24;142.31;1558.70;128.97;1168.00;133.75;4.10
2017-05-25;2017-05-26;01;133.32;1610.40;132.93;251.90;-;-
2017-05-25;2017-05-26;02;131.67;1345.70;130.97;207.20;131.67;40.00
2017-05-25;2017-05-26;03;128.96;1296.70;128.48;305.80;128.00;32.90
2017-05-25;2017-05-26;04;128.93;1302.40;128.54;290.40;128.00;22.60
2017-05-25;2017-05-26;05;128.14;1232.30;128.12;407.80;-;-
2017-05-25;2017-05-26;06;130.09;1226.20;128.89;308.10;130.09;50.00
2017-05-25;2017-05-26;07;149.15;1826.70;145.56;425.20;-;-
2017-05-25;2017-05-26;08;173.12;1006.60;164.54;567.00;176.90;63.00
2017-05-25;2017-05-26;09;193.62;1354.30;188.26;769.20;-;-
2017-05-25;2017-05-26;10;200.84;1614.80;199.95;796.80;201.01;29.00
2017-05-25;2017-05-26;11;200.25;1589.00;198.98;802.30;201.75;4.00
2017-05-25;2017-05-26;12;205.35;1639.90;203.72;921.60;207.12;63.20
2017-05-25;2017-05-26;13;201.68;1669.70;205.27;804.90;-;-
2017-05-25;2017-05-26;14;200.33;1420.10;200.78;804.40;203.00;104.00
2017-05-25;2017-05-26;15;183.26;1285.30;189.39;755.30;184.28;34.00
2017-05-25;2017-05-26;16;171.98;1122.30;168.52;766.40;-;-
2017-05-25;2017-05-26;17;168.92;1044.70;162.61;949.20;-;-
2017-05-25;2017-05-26;18;167.86;1042.50;160.56;931.10;-;-
2017-05-25;2017-05-26;19;168.58;1013.80;172.25;783.90;168.58;21.10
2017-05-25;2017-05-26;20;168.84;1075.20;170.53;773.70;-;-
2017-05-25;2017-05-26;21;168.18;1057.50;161.06;1033.80;-;-
2017-05-25;2017-05-26;22;167.08;913.10;161.32;1030.40;166.68;25.00
2017-05-25;2017-05-26;23;149.15;2163.80;143.00;1021.40;149.70;105.00
2017-05-25;2017-05-26;24;142.67;1637.10;133.16;1163.50;142.29;40.00
2017-05-26;2017-05-27;01;140.00;1345.50;139.54;172.10;157.50;40.00
2017-05-26;2017-05-27;02;133.51;1469.50;132.02;167.10;-;-
2017-05-26;2017-05-27;03;133.32;1523.40;128.21;157.10;-;-
2017-05-26;2017-05-27;04;131.32;1464.10;128.15;158.20;-;-
2017-05-26;2017-05-27;05;129.99;1286.40;127.90;201.00;-;-
2017-05-26;2017-05-27;06;129.99;1433.70;127.95;224.20;-;-
2017-05-26;2017-05-27;07;143.78;1819.60;127.98;530.80;-;-
2017-05-26;2017-05-27;08;149.99;1641.10;144.83;872.10;-;-
2017-05-26;2017-05-27;09;167.76;2319.80;162.52;1134.10;-;-
2017-05-26;2017-05-27;10;189.99;2513.80;178.70;1171.10;-;-
2017-05-26;2017-05-27;11;195.08;2682.70;187.26;1286.10;-;-
2017-05-26;2017-05-27;12;194.87;2749.50;209.39;1164.30;190.00;15.00
2017-05-26;2017-05-27;13;195.04;2641.20;205.74;1174.40;-;-
2017-05-26;2017-05-27;14;189.99;2469.00;185.62;1170.20;-;-
2017-05-26;2017-05-27;15;158.95;2160.20;154.64;1138.90;-;-
2017-05-26;2017-05-27;16;150.00;1930.00;145.34;1112.70;148.00;10.00
2017-05-26;2017-05-27;17;147.50;2216.90;148.10;1198.20;145.00;10.00
2017-05-26;2017-05-27;18;146.12;2075.90;146.80;1207.10;145.00;10.00
2017-05-26;2017-05-27;19;146.02;1981.80;146.89;1169.70;145.00;10.00
2017-05-26;2017-05-27;20;149.46;1777.80;135.74;1166.20;146.51;53.00
2017-05-26;2017-05-27;21;150.00;1639.50;133.26;1114.00;145.00;30.00
2017-05-26;2017-05-27;22;149.62;1900.40;133.22;1110.90;-;-
2017-05-26;2017-05-27;23;140.66;1924.30;130.20;1163.00;139.00;20.00
2017-05-26;2017-05-27;24;129.75;1613.00;127.90;1183.10;-;-
2017-05-27;2017-05-28;01;129.88;1138.60;133.74;188.40;-;-
2017-05-27;2017-05-28;02;126.59;1434.90;131.24;165.30;-;-
2017-05-27;2017-05-28;03;110.00;1428.50;110.17;236.80;-;-
2017-05-27;2017-05-28;04;108.07;1430.30;107.98;255.20;-;-
2017-05-27;2017-05-28;05;104.64;1466.00;104.62;255.20;-;-
2017-05-27;2017-05-28;06;102.53;1461.20;104.03;190.30;-;-
2017-05-27;2017-05-28;07;109.73;1477.40;115.04;196.50;110.30;20.00
2017-05-27;2017-05-28;08;129.80;1331.10;135.01;367.90;140.00;0.30
2017-05-27;2017-05-28;09;133.94;1204.70;134.29;482.30;-;-
2017-05-27;2017-05-28;10;145.69;1309.10;133.57;860.10;-;-
2017-05-27;2017-05-28;11;145.89;1509.70;132.81;1096.10;-;-
2017-05-27;2017-05-28;12;145.99;1503.20;132.94;1094.10;-;-
2017-05-27;2017-05-28;13;145.61;1320.20;133.15;1006.10;-;-
2017-05-27;2017-05-28;14;141.64;1362.70;133.07;1006.10;-;-
2017-05-27;2017-05-28;15;133.51;1211.00;128.06;1005.10;-;-
2017-05-27;2017-05-28;16;130.55;1219.40;126.12;1051.70;-;-
2017-05-27;2017-05-28;17;129.86;1281.80;124.44;1075.50;-;-
2017-05-27;2017-05-28;18;129.82;1306.80;125.36;1065.60;-;-
2017-05-27;2017-05-28;19;130.57;1189.10;122.29;1096.10;-;-
2017-05-27;2017-05-28;20;137.17;1277.30;133.57;1113.90;139.68;87.70
2017-05-27;2017-05-28;21;140.29;1174.40;133.70;1105.10;140.30;10.00
2017-05-27;2017-05-28;22;139.97;1315.40;133.40;1088.00;139.73;20.00
2017-05-27;2017-05-28;23;134.29;1273.00;126.96;1275.20;133.79;20.00
2017-05-27;2017-05-28;24;128.27;1450.10;113.65;1506.80;127.77;20.00
2017-05-28;2017-05-29;01;121.76;1804.40;104.77;393.30;-;-
2017-05-28;2017-05-29;02;111.90;1922.50;101.21;376.10;95.01;35.00
2017-05-28;2017-05-29;03;111.38;2005.00;99.59;371.10;95.01;30.00
2017-05-28;2017-05-29;04;112.03;2004.30;105.33;418.30;-;-
2017-05-28;2017-05-29;05;111.19;2005.90;104.10;371.50;-;-
2017-05-28;2017-05-29;06;123.75;1710.00;112.54;255.10;-;-
2017-05-28;2017-05-29;07;149.65;1425.20;142.88;447.80;-;-
2017-05-28;2017-05-29;08;168.71;737.00;175.47;435.40;-;-
2017-05-28;2017-05-29;09;180.03;1029.40;181.33;619.30;-;-
2017-05-28;2017-05-29;10;195.08;1226.50;179.85;696.60;-;-
2017-05-28;2017-05-29;11;200.17;1266.70;176.10;903.50;-;-
2017-05-28;2017-05-29;12;205.01;1285.50;174.00;1025.40;-;-
2017-05-28;2017-05-29;13;205.24;1253.30;191.18;1056.50;-;-
2017-05-28;2017-05-29;14;207.23;1218.40;197.96;1030.10;-;-
2017-05-28;2017-05-29;15;189.01;1284.60;172.99;1030.10;-;-
2017-05-28;2017-05-29;16;178.67;1163.20;170.71;1031.90;-;-
2017-05-28;2017-05-29;17;178.60;1027.40;170.80;1015.10;-;-
2017-05-28;2017-05-29;18;178.58;1008.00;173.32;986.30;-;-
2017-05-28;2017-05-29;19;177.54;981.00;181.16;728.90;177.54;18.00
2017-05-28;2017-05-29;20;180.05;1121.20;178.21;864.20;178.00;6.80
2017-05-28;2017-05-29;21;187.77;1171.10;170.67;1108.10;187.77;20.00
2017-05-28;2017-05-29;22;185.63;1271.90;170.38;1113.40;185.63;18.00
2017-05-28;2017-05-29;23;151.40;1991.20;145.20;1173.00;-;-
2017-05-28;2017-05-29;24;150.51;1937.70;140.23;1163.10;-;-
2017-05-29;2017-05-30;01;135.86;1667.40;136.21;403.70;-;-
2017-05-29;2017-05-30;02;133.61;1286.20;134.07;425.70;-;-
2017-05-29;2017-05-30;03;130.11;1342.40;131.09;402.90;-;-
2017-05-29;2017-05-30;04;130.16;1286.80;131.14;397.70;-;-
2017-05-29;2017-05-30;05;129.95;1303.90;131.22;474.20;-;-
2017-05-29;2017-05-30;06;133.13;1188.10;134.31;495.70;-;-
2017-05-29;2017-05-30;07;150.17;1414.10;158.78;652.90;-;-
2017-05-29;2017-05-30;08;181.81;1154.40;206.51;611.10;208.09;121.00
2017-05-29;2017-05-30;09;208.97;1239.60;219.00;1106.40;209.83;12.00
2017-05-29;2017-05-30;10;209.48;1443.90;209.99;1055.90;210.00;54.90
2017-05-29;2017-05-30;11;211.48;1558.40;210.36;1131.90;211.31;43.60
2017-05-29;2017-05-30;12;230.45;1525.20;250.53;1112.80;254.00;55.00
2017-05-29;2017-05-30;13;230.76;1564.70;250.20;1037.90;254.43;88.40
2017-05-29;2017-05-30;14;228.60;1531.10;245.79;1036.30;251.09;55.00
2017-05-29;2017-05-30;15;200.29;1490.60;212.29;1139.90;-;-
2017-05-29;2017-05-30;16;179.53;1465.40;195.10;1037.40;185.86;40.90
2017-05-29;2017-05-30;17;178.04;1224.00;193.76;1037.70;187.00;11.00
2017-05-29;2017-05-30;18;171.48;1012.10;165.25;1018.60;165.00;20.00
2017-05-29;2017-05-30;19;166.34;807.70;167.34;756.80;-;-
2017-05-29;2017-05-30;20;165.24;937.50;171.70;797.40;173.51;12.00
2017-05-29;2017-05-30;21;160.72;1219.60;160.80;1052.70;-;-
2017-05-29;2017-05-30;22;161.32;1260.70;159.96;1222.60;-;-
2017-05-29;2017-05-30;23;146.10;1838.60;145.79;1213.20;146.10;36.00
2017-05-29;2017-05-30;24;133.79;1528.40;124.15;1214.20;133.80;9.00
2017-05-30;2017-05-31;01;134.64;1156.20;128.91;189.70;-;-
2017-05-30;2017-05-31;02;126.56;983.60;117.14;232.60;-;-
2017-05-30;2017-05-31;03;110.00;1023.20;107.68;282.20;-;-
2017-05-30;2017-05-31;04;108.46;1110.90;107.28;339.20;-;-
2017-05-30;2017-05-31;05;107.61;1111.10;106.44;306.00;-;-
2017-05-30;2017-05-31;06;114.99;1054.10;114.00;231.10;-;-
2017-05-30;2017-05-31;07;148.16;1308.50;143.38;410.30;145.90;16.00
2017-05-30;2017-05-31;08;165.06;1077.10;160.14;724.50;163.00;20.00
2017-05-30;2017-05-31;09;167.13;1281.40;161.69;633.30;166.37;66.70
2017-05-30;2017-05-31;10;163.31;1266.80;165.25;647.80;165.06;111.20
2017-05-30;2017-05-31;11;158.24;1386.20;159.85;684.50;162.40;41.60
2017-05-30;2017-05-31;12;155.89;1585.90;159.22;657.10;165.00;55.00
2017-05-30;2017-05-31;13;152.94;1674.50;152.43;672.00;164.71;86.00
2017-05-30;2017-05-31;14;151.87;1596.80;156.45;771.70;157.00;75.00
2017-05-30;2017-05-31;15;144.13;1618.00;137.01;1060.70;144.50;45.00
2017-05-30;2017-05-31;16;139.84;1649.70;133.03;1034.90;140.00;25.00
2017-05-30;2017-05-31;17;135.02;1711.90;124.90;1023.80;131.60;55.00
2017-05-30;2017-05-31;18;137.34;1650.00;131.48;1086.00;140.00;25.00
2017-05-30;2017-05-31;19;150.01;1488.80;149.50;1075.60;-;-
2017-05-30;2017-05-31;20;160.10;1407.40;155.99;1060.00;-;-
2017-05-30;2017-05-31;21;156.76;1242.20;155.45;1069.80;165.00;25.00
2017-05-30;2017-05-31;22;153.42;1245.10;152.52;1360.10;-;-
2017-05-30;2017-05-31;23;149.96;1942.50;134.46;1209.10;150.00;25.00
2017-05-30;2017-05-31;24;134.74;1444.50;126.16;1205.10;129.74;25.00
2017-05-31;2017-06-01;01;128.25;1158.50;130.26;142.00;-;30.00
2017-05-31;2017-06-01;02;111.26;1342.70;110.48;188.00;-;1.00
2017-05-31;2017-06-01;03;107.32;1408.80;108.38;249.20;-;-
2017-05-31;2017-06-01;04;106.87;1434.10;107.46;149.30;-;-
2017-05-31;2017-06-01;05;104.56;1440.50;104.89;161.70;-;-
2017-05-31;2017-06-01;06;107.56;1480.30;108.30;177.60;-;-
2017-05-31;2017-06-01;07;140.00;1048.80;130.26;540.90;-;-
2017-05-31;2017-06-01;08;151.79;1541.00;156.55;444.50;-;20.00
2017-05-31;2017-06-01;09;164.76;1376.30;167.81;593.60;-;-
2017-05-31;2017-06-01;10;160.01;1480.20;159.23;660.30;-;-
2017-05-31;2017-06-01;11;159.07;1535.70;158.39;786.60;-;78.70
2017-05-31;2017-06-01;12;160.64;1567.00;159.94;794.30;-;160.00
2017-05-31;2017-06-01;13;161.82;1578.10;161.07;793.20;-;130.00
2017-05-31;2017-06-01;14;164.03;1432.60;163.50;724.10;-;25.00
2017-05-31;2017-06-01;15;159.48;1330.10;159.52;789.90;-;125.00
2017-05-31;2017-06-01;16;158.97;1348.50;155.97;988.00;-;125.00
2017-05-31;2017-06-01;17;155.00;1232.20;154.12;1198.60;-;110.00
2017-05-31;2017-06-01;18;157.84;1045.30;157.05;1103.00;-;70.00
2017-05-31;2017-06-01;19;165.19;1073.90;160.70;981.00;-;-
2017-05-31;2017-06-01;20;175.69;1140.20;176.02;1088.30;-;63.40
2017-05-31;2017-06-01;21;178.54;1149.30;178.74;1111.10;-;10.00
2017-05-31;2017-06-01;22;177.73;1149.90;179.41;1123.10;-;-
2017-05-31;2017-06-01;23;150.79;1975.10;152.78;1260.00;-;-
2017-05-31;2017-06-01;24;140.99;1561.80;142.06;1203.50;-;110.00
2017-06-01;2017-06-02;01;134.26;1440.40;134.51;1291.60;130.49;134.00
2017-06-01;2017-06-02;02;127.89;1510.60;128.43;735.10;-;-
2017-06-01;2017-06-02;03;124.30;1524.50;131.20;536.00;-;-
2017-06-01;2017-06-02;04;124.95;1483.20;132.00;532.60;-;-
2017-06-01;2017-06-02;05;124.50;1554.30;130.11;210.60;-;-
2017-06-01;2017-06-02;06;128.40;1356.10;132.92;701.50;125.00;30.00
2017-06-01;2017-06-02;07;150.42;1447.20;148.28;764.60;-;-
2017-06-01;2017-06-02;08;181.47;915.00;168.89;939.70;179.92;30.00
2017-06-01;2017-06-02;09;192.07;1211.40;186.98;1147.00;197.00;25.00
2017-06-01;2017-06-02;10;190.46;1298.90;191.05;1169.10;196.32;67.90
2017-06-01;2017-06-02;11;190.92;1222.90;200.36;1190.90;201.80;75.00
2017-06-01;2017-06-02;12;200.25;1315.40;205.65;1201.10;203.39;105.00
2017-06-01;2017-06-02;13;202.14;1431.80;205.02;1189.80;204.49;76.30
2017-06-01;2017-06-02;14;198.09;1430.00;201.16;1198.00;200.97;71.90
2017-06-01;2017-06-02;15;182.21;1214.50;193.61;1194.00;185.11;61.00
2017-06-01;2017-06-02;16;176.05;1193.50;179.63;1223.40;179.45;51.00
2017-06-01;2017-06-02;17;171.97;1149.90;181.18;1212.00;176.43;114.00
2017-06-01;2017-06-02;18;170.70;1167.10;170.86;1232.00;178.81;44.00
2017-06-01;2017-06-02;19;176.03;1149.10;179.55;1080.20;183.21;91.00
2017-06-01;2017-06-02;20;177.92;969.10;183.91;961.80;199.00;15.00
2017-06-01;2017-06-02;21;180.85;1103.10;170.23;1111.10;177.00;50.00
2017-06-01;2017-06-02;22;176.16;1204.70;166.54;1127.10;-;-
2017-06-01;2017-06-02;23;164.30;1972.10;164.44;1234.50;168.62;130.00
2017-06-01;2017-06-02;24;150.29;2030.40;145.13;1254.40;152.77;150.00
2017-06-02;2017-06-03;01;134.23;1373.90;126.13;746.20;128.67;30.00
2017-06-02;2017-06-03;02;129.93;1368.60;126.08;683.20;129.75;80.00
2017-06-02;2017-06-03;03;129.88;1416.60;117.81;1021.40;125.47;75.00
2017-06-02;2017-06-03;04;129.86;1483.50;110.92;1103.30;110.00;25.00
2017-06-02;2017-06-03;05;128.66;1504.00;119.91;777.20;118.00;25.00
2017-06-02;2017-06-03;06;129.82;1595.00;123.52;691.10;123.00;25.00
2017-06-02;2017-06-03;07;138.07;1236.30;128.39;373.90;127.00;25.00
2017-06-02;2017-06-03;08;167.38;1351.00;152.63;482.80;158.37;64.90
2017-06-02;2017-06-03;09;274.68;2062.70;225.04;828.10;246.67;30.00
2017-06-02;2017-06-03;10;340.47;1928.60;521.05;910.20;403.62;108.00
2017-06-02;2017-06-03;11;340.93;1968.20;520.97;910.10;416.28;100.00
2017-06-02;2017-06-03;12;350.26;1935.10;550.24;910.20;418.48;93.20
2017-06-02;2017-06-03;13;352.15;1957.90;520.93;910.10;412.96;92.00
2017-06-02;2017-06-03;14;348.09;1981.60;350.66;876.00;333.34;67.80
2017-06-02;2017-06-03;15;259.59;2071.80;206.93;800.90;265.00;5.00
2017-06-02;2017-06-03;16;189.99;1861.70;191.06;592.90;192.60;30.00
2017-06-02;2017-06-03;17;174.35;1652.80;184.88;564.90;175.08;60.00
2017-06-02;2017-06-03;18;159.67;1428.90;152.29;659.00;161.61;18.90
2017-06-02;2017-06-03;19;151.90;1277.20;150.11;613.80;153.46;115.40
2017-06-02;2017-06-03;20;152.97;1177.60;152.46;538.00;155.97;110.30
2017-06-02;2017-06-03;21;153.29;1240.30;147.97;443.20;149.80;99.90
2017-06-02;2017-06-03;22;149.87;1210.60;150.53;337.90;150.53;115.30
2017-06-02;2017-06-03;23;145.57;1595.60;145.15;447.60;148.58;105.00
2017-06-02;2017-06-03;24;129.89;1327.90;127.01;463.50;131.53;165.90
2017-06-03;2017-06-04;01;128.77;1519.10;120.68;419.20;-;-
2017-06-03;2017-06-04;02;116.46;1763.80;105.08;274.00;-;-
2017-06-03;2017-06-04;03;108.79;1752.30;99.24;294.30;-;-
2017-06-03;2017-06-04;04;108.21;1710.30;98.20;229.30;-;-
2017-06-03;2017-06-04;05;105.83;1964.90;95.98;304.10;-;-
2017-06-03;2017-06-04;06;105.38;1952.20;97.97;129.10;-;-
2017-06-03;2017-06-04;07;108.80;1670.90;107.09;177.10;-;-
2017-06-03;2017-06-04;08;130.38;1537.50;128.89;529.70;-;-
2017-06-03;2017-06-04;09;134.66;1333.10;128.94;380.00;134.66;15.80
2017-06-03;2017-06-04;10;150.08;1485.30;151.19;378.10;-;-
2017-06-03;2017-06-04;11;152.87;1508.30;153.13;327.60;-;-
2017-06-03;2017-06-04;12;152.51;1485.80;147.44;351.00;-;-
2017-06-03;2017-06-04;13;150.16;1414.50;151.61;378.70;-;-
2017-06-03;2017-06-04;14;146.18;1194.80;147.86;410.10;-;-
2017-06-03;2017-06-04;15;134.01;1062.30;141.46;399.70;-;-
2017-06-03;2017-06-04;16;130.45;1164.40;132.27;341.80;-;-
2017-06-03;2017-06-04;17;128.77;1487.80;129.23;419.80;-;-
2017-06-03;2017-06-04;18;123.35;1677.70;123.29;445.10;-;-
2017-06-03;2017-06-04;19;125.17;1652.40;122.70;443.10;-;-
2017-06-03;2017-06-04;20;130.31;1362.20;129.36;460.00;-;-
2017-06-03;2017-06-04;21;130.44;1387.60;132.48;490.80;-;-
2017-06-03;2017-06-04;22;133.93;1519.20;147.78;569.50;-;-
2017-06-03;2017-06-04;23;134.23;1391.10;128.94;608.20;134.23;24.30
2017-06-03;2017-06-04;24;128.77;1581.10;129.02;623.40;-;-
2017-06-04;2017-06-05;01;90.69;1954.80;103.29;648.30;95.00;20.00
2017-06-04;2017-06-05;02;80.19;2009.50;99.91;765.90;85.00;20.00
2017-06-04;2017-06-05;03;80.32;1933.40;94.06;716.00;85.00;20.00
2017-06-04;2017-06-05;04;80.62;1825.30;90.51;680.20;-;-
2017-06-04;2017-06-05;05;80.15;1669.30;90.39;708.50;-;-
2017-06-04;2017-06-05;06;89.59;1383.40;96.40;493.70;91.75;50.00
2017-06-04;2017-06-05;07;140.00;1167.40;135.26;414.20;139.99;20.00
2017-06-04;2017-06-05;08;152.11;886.40;150.35;551.10;152.61;33.00
2017-06-04;2017-06-05;09;178.60;906.10;160.30;640.10;165.00;10.00
2017-06-04;2017-06-05;10;192.00;1102.10;180.91;603.10;186.64;33.00
2017-06-04;2017-06-05;11;204.28;1156.60;195.66;603.10;204.00;19.50
2017-06-04;2017-06-05;12;214.68;1263.90;209.32;651.10;216.05;37.70
2017-06-04;2017-06-05;13;213.12;1237.00;210.58;655.00;216.19;41.80
2017-06-04;2017-06-05;14;236.26;1350.00;239.33;628.60;240.00;36.00
2017-06-04;2017-06-05;15;218.24;1400.60;238.36;629.30;240.00;13.00
2017-06-04;2017-06-05;16;207.02;1349.80;181.08;992.50;207.02;9.00
2017-06-04;2017-06-05;17;192.94;1373.90;160.51;1019.10;170.00;2.40
2017-06-04;2017-06-05;18;182.43;1338.60;160.63;881.40;-;-
2017-06-04;2017-06-05;19;178.71;1275.70;178.76;604.20;-;-
2017-06-04;2017-06-05;20;180.73;1325.70;171.47;731.70;-;-
2017-06-04;2017-06-05;21;187.99;1426.80;160.30;971.70;-;-
2017-06-04;2017-06-05;22;178.68;1355.50;160.34;975.30;-;-
2017-06-04;2017-06-05;23;150.75;1553.70;143.94;1033.80;150.00;23.70
2017-06-04;2017-06-05;24;137.73;1412.90;132.22;969.70;-;-
2017-06-05;2017-06-06;01;131.10;1335.90;128.54;736.30;131.37;148.00
2017-06-05;2017-06-06;02;129.59;1474.60;129.12;810.30;129.67;151.00
2017-06-05;2017-06-06;03;129.21;1458.40;126.07;592.90;129.17;96.00
2017-06-05;2017-06-06;04;129.22;1241.20;129.17;444.10;129.69;50.00
2017-06-05;2017-06-06;05;126.53;1279.40;125.21;127.90;130.00;26.00
2017-06-05;2017-06-06;06;129.65;974.20;129.63;133.20;130.10;63.90
2017-06-05;2017-06-06;07;146.16;1215.20;146.69;454.40;-;-
2017-06-05;2017-06-06;08;160.16;921.10;166.80;833.20;-;-
2017-06-05;2017-06-06;09;173.00;999.90;181.43;672.80;183.17;79.20
2017-06-05;2017-06-06;10;176.75;1141.60;181.39;657.00;-;-
2017-06-05;2017-06-06;11;172.59;1244.90;180.76;696.90;175.35;49.00
2017-06-05;2017-06-06;12;165.87;1451.10;165.00;728.20;175.61;121.00
